food_number,food_name,cal_per_hundred
6123,ぜんまい　干しぜんまい　干し若芽　ゆで　　,29
6124,そらまめ　未熟豆　生　　　,108
6125,そらまめ　未熟豆　ゆで　　　,112
6126,タアサイ　葉　生　　　,13
6127,タアサイ　葉　ゆで　　　,13
6128,（だいこん類）　かいわれだいこん　芽ばえ　生　　,21
6129,（だいこん類）　葉だいこん　葉　生　　,18
6130,（だいこん類）　だいこん　葉　生　　,25
6131,（だいこん類）　だいこん　葉　ゆで　　,25
6132,（だいこん類）　だいこん　根　皮つき　生　　,18
6133,（だいこん類）　だいこん　根　皮つき　ゆで　　,18
6134,（だいこん類）　だいこん　根　皮むき　生　　,18
6135,（だいこん類）　だいこん　根　皮むき　ゆで　　,18
6136,（だいこん類）　切干しだいこん　乾　,301
6334,（だいこん類）　切干しだいこん　ゆで　　,19
6335,（だいこん類）　切干しだいこん　油いため　　,88
6137,（だいこん類）　漬物　ぬかみそ漬　　,30
6138,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬　,64
6139,（だいこん類）　漬物　たくあん漬　干しだいこん漬　,27
6140,（だいこん類）　漬物　守口漬　　,187
6141,（だいこん類）　漬物　べったら漬　　,57
6142,（だいこん類）　漬物　みそ漬　　,78
6143,（だいこん類）　漬物　福神漬　　,136
6144,（たいさい類）　つまみな　葉　生　　,20
6145,（たいさい類）　たいさい　葉　生　　,16
6146,（たいさい類）　たいさい　塩漬　　,20
6147,たかな　葉　生　　　,21
6148,たかな　たかな漬　　　,33
6149,たけのこ　若茎　生　　　,26
6150,たけのこ　若茎　ゆで　　　,30
6151,たけのこ　水煮缶詰　　　,23
6152,たけのこ　めんま　塩蔵　塩抜き　　　,19
6153,（たまねぎ類）　たまねぎ　りん茎　生　　,37
6154,（たまねぎ類）　たまねぎ　りん茎　水さらし　　,26
6155,（たまねぎ類）　たまねぎ　りん茎　ゆで　　,31
6336,（たまねぎ類）　たまねぎ　りん茎　油いため　　,105
6156,（たまねぎ類）　赤たまねぎ　りん茎　生　　,38
6337,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生　　,37
6157,たらのめ　若芽　生　　　,27
6158,たらのめ　若芽　ゆで　　　,26
6159,チコリ　若芽　生　　　,16
6160,チンゲンサイ　葉　生　　　,9
6161,チンゲンサイ　葉　ゆで　　　,12
6338,チンゲンサイ　葉　油いため　　　,39
6162,つくし　胞子茎　生　　　,38
6163,つくし　胞子茎　ゆで　　　,33
6164,つるな　茎葉　生　　　,15
6165,つるむらさき　茎葉　生　　　,13
6166,つるむらさき　茎葉　ゆで　　　,15
6167,つわぶき　葉柄　生　　　,21
6168,つわぶき　葉柄　ゆで　　　,16
6169,とうがらし　葉･果実　生　　　,35
6170,とうがらし　葉･果実　油いため　　　,85
6171,とうがらし　果実　生　　　,96
6172,とうがらし　果実　乾　　　,345
6173,とうがん　果実　生　　　,16
6174,とうがん　果実　ゆで　　　,16
6175,（とうもろこし類）　スイートコーン　未熟種子　生　　,92
6176,（とうもろこし類）　スイートコーン　未熟種子　ゆで　　,99
6339,（とうもろこし類）　スイートコーン　未熟種子　電子レンジ調理　　,107
6177,（とうもろこし類）　スイートコーン　未熟種子　穂軸つき　冷凍　　,97
6178,（とうもろこし類）　スイートコーン　未熟種子　カーネル　冷凍　　,99
6179,（とうもろこし類）　スイートコーン　缶詰　クリームスタイル　,84
6180,（とうもろこし類）　スイートコーン　缶詰　ホールカーネルスタイル　,82
6181,（とうもろこし類）　ヤングコーン　幼雌穂　生　　,29
6182,（トマト類）　トマト　果実　生　　,19
6183,（トマト類）　ミニトマト　果実　生　　,29
6184,（トマト類）　缶詰　ホール　食塩無添加　,20
6185,（トマト類）　缶詰　トマトジュース　食塩添加　,17
6340,（トマト類）　缶詰　トマトジュース　食塩無添加　,17
6186,（トマト類）　缶詰　ミックスジュース　食塩添加　,17
6341,（トマト類）　缶詰　ミックスジュース　食塩無添加　,17
6187,トレビス　葉　生　　　,18
6188,とんぶり　ゆで　　　,90
6189,ながさきはくさい　葉　生　　　,13
6190,ながさきはくさい　葉　ゆで　　　,18
6191,（なす類）　なす　果実　生　　,22
6192,（なす類）　なす　果実　ゆで　　,19
6342,（なす類）　なす　果実　油いため　　,79
6343,（なす類）　なす　果実　天ぷら　　,180
6193,（なす類）　べいなす　果実　生　　,22
6194,（なす類）　べいなす　果実　素揚げ　　,183
6195,（なす類）　漬物　塩漬　　,23
6196,（なす類）　漬物　ぬかみそ漬　　,27
6197,（なす類）　漬物　こうじ漬　　,79
6198,（なす類）　漬物　からし漬　　,118
6199,（なす類）　漬物　しば漬　　,30
6200,なずな　葉　生　　　,36
6201,（なばな類）　和種なばな　花らい・茎　生　　,33
6202,（なばな類）　和種なばな　花らい・茎　ゆで　　,28
6203,（なばな類）　洋種なばな　茎葉　生　　,35
6204,（なばな類）　洋種なばな　茎葉　ゆで　　,31
6205,にがうり　果実　生　　　,17
6206,にがうり　果実　油いため　　　,50
6207,（にら類）　にら　葉　生　　,21
6208,（にら類）　にら　葉　ゆで　　,31
6344,（にら類）　にら　葉　油いため　　,74
6209,（にら類）　花にら　花茎・花らい　生　　,27
6210,（にら類）　黄にら　葉　生　　,18
6211,（にんじん類）　葉にんじん　葉　生　　,18
6212,（にんじん類）　にんじん　根　皮つき　生　　,39
6213,（にんじん類）　にんじん　根　皮つき　ゆで　　,36
6214,（にんじん類）　にんじん　根　皮むき　生　　,36
6215,（にんじん類）　にんじん　根　皮むき　ゆで　　,36
6345,（にんじん類）　にんじん　根　皮むき　油いため　　,109
6346,（にんじん類）　にんじん　根　皮むき　素揚げ　,89
6347,（にんじん類）　にんじん　根　皮　生　,31
6216,（にんじん類）　にんじん　根　冷凍　　,35
6348,（にんじん類）　にんじん　グラッセ　,66
6217,（にんじん類）　にんじん　ジュース　缶詰　　,28
6218,（にんじん類）　きんとき　根　皮つき　生　　,44
6219,（にんじん類）　きんとき　根　皮つき　ゆで　　,42
6220,（にんじん類）　きんとき　根　皮むき　生　　,45
6221,（にんじん類）　きんとき　根　皮むき　ゆで　　,45
6222,（にんじん類）　ミニキャロット　根　生　　,32
6223,（にんにく類）　にんにく　りん茎　生　　,136
6349,（にんにく類）　にんにく　りん茎　油いため　　,199
6224,（にんにく類）　茎にんにく　花茎　生　　,45
6225,（にんにく類）　茎にんにく　花茎　ゆで　　,44
6226,（ねぎ類）　根深ねぎ　葉　軟白　生　　,34
6350,（ねぎ類）　根深ねぎ　葉　軟白　ゆで　　,28
6351,（ねぎ類）　根深ねぎ　葉　軟白　油いため　　,78
6227,（ねぎ類）　葉ねぎ　葉　生　　,30
6352,（ねぎ類）　葉ねぎ　葉　油いため　　,81
6228,（ねぎ類）　こねぎ　葉　生　　,27
6229,のざわな　葉　生　　　,16
6230,のざわな　漬物　塩漬　　,18
6231,のざわな　漬物　調味漬　　,23
6232,のびる　りん茎葉　生　　　,65
6233,はくさい　結球葉　生　　　,14
6234,はくさい　結球葉　ゆで　　　,13
6235,はくさい　漬物　塩漬　　,16
6236,はくさい　漬物　キムチ　　,46
6237,パクチョイ　葉　生　　　,15
6238,バジル　葉　生　　　,24
6239,パセリ　葉　生　　　,43
6240,はつかだいこん　根　生　　　,15
6241,はやとうり　果実　白色種　生　　,20
6353,はやとうり　果実　緑色種　生　　,20
6242,はやとうり　果実　白色種　塩漬　,17
6243,ビーツ　根　生　　　,41
6244,ビーツ　根　ゆで　　　,44
6245,（ピーマン類）　青ピーマン　果実　生　　,22
6246,（ピーマン類）　青ピーマン　果実　油いため　　,61
6247,（ピーマン類）　赤ピーマン　果実　生　　,30
6248,（ピーマン類）　赤ピーマン　果実　油いため　　,69
6249,（ピーマン類）　黄ピーマン　果実　生　　,27
6250,（ピーマン類）　黄ピーマン　果実　油いため　　,66
6251,（ピーマン類）　トマピー　果実　生　　,31
6252,ひのな　根・茎葉　生　　　,19
6253,ひのな　根・茎葉　甘酢漬　　　,69
6254,ひろしまな　葉　生　　　,20
6255,ひろしまな　塩漬　　　,16
6256,（ふき類）　ふき　葉柄　生　　,11
6257,（ふき類）　ふき　葉柄　ゆで　　,8
6258,（ふき類）　ふきのとう　花序　生　　,43
6259,（ふき類）　ふきのとう　花序　ゆで　　,32
6260,ふじまめ　若ざや　生　　　,33
6261,ふだんそう　葉　生　　　,19
6262,ふだんそう　葉　ゆで　　　,27
6263,ブロッコリー　花序　生　　　,33
6264,ブロッコリー　花序　ゆで　　　,27
6354,ブロッコリー　芽ばえ　生　　　,19
6265,へちま　果実　生　　　,16
6266,へちま　果実　ゆで　　　,18
6267,ほうれんそう　葉　通年平均　生　　,20
6355,ほうれんそう　葉　夏採り　生　　,20
6356,ほうれんそう　葉　冬採り　生　　,20
6268,ほうれんそう　葉　通年平均　ゆで　　,25
6357,ほうれんそう　葉　夏採り　ゆで　　,25
6358,ほうれんそう　葉　冬採り　ゆで　　,25
6359,ほうれんそう　葉　通年平均　油いため　　,99
6269,ほうれんそう　葉　冷凍　　　,21
6270,ホースラディシュ　根茎　生　　　,79
6271,まこも　茎　生　　　,21
6272,みずかけな　葉　生　　　,25
6273,みずかけな　塩漬　　　,32
6072,みずな　葉　生　　　,23
6073,みずな　葉　ゆで　　　,22
6074,みずな　塩漬　　　,27
6274,（みつば類）　切りみつば　葉　生　　,18
6275,（みつば類）　切りみつば　葉　ゆで　　,15
6276,（みつば類）　根みつば　葉　生　　,20
6277,（みつば類）　根みつば　葉　ゆで　　,20
6278,（みつば類）　糸みつば　葉　生　　,13
6279,（みつば類）　糸みつば　葉　ゆで　　,17
6360,みぶな　葉　生　　　,15
6280,（みょうが類）　みょうが　花穂　生　　,12
6281,（みょうが類）　みょうがたけ　茎葉　生　　,7
6282,むかご 　肉芽　生　　　,93
6283,めキャベツ　結球葉　生　　　,50
6284,めキャベツ　結球葉　ゆで　　　,49
6285,めたで　　芽ばえ　生　　　,43
6286,（もやし類）　アルファルファもやし　生　　,12
6287,（もやし類）　だいずもやし　生　　,37
6288,（もやし類）　だいずもやし　ゆで　　,34
6289,（もやし類）　ブラックマッペもやし　生　　,15
6290,（もやし類）　ブラックマッペもやし　ゆで　　,13
6291,（もやし類）　りょくとうもやし　生　　,14
6292,（もやし類）　りょくとうもやし　ゆで　　,12
6293,モロヘイヤ　茎葉　生　　　,38
6294,モロヘイヤ　茎葉　ゆで　　　,25
6295,やまごぼう　みそ漬　　　,72
6296,ゆりね　りん茎　生　　　,125
6297,ゆりね　りん茎　ゆで　　　,126
6298,ようさい　茎葉　生　　　,17
6299,ようさい　茎葉　ゆで　　　,21
6300,よめな　葉　生　　　,46
6301,よもぎ　葉　生　　　,46
6302,よもぎ　葉　ゆで　　　,42
6303,らっかせい　未熟豆　生　　　,295
6304,らっかせい　未熟豆　ゆで　　　,288
6305,（らっきょう類）　らっきょう　りん茎　生　　,118
6306,（らっきょう類）　らっきょう　甘酢漬　　,115
6307,（らっきょう類）　エシャレット　りん茎　生　　,76
6308,リーキ　りん茎葉　生　　　,29
6309,リーキ　りん茎葉　ゆで　　　,28
6319,ルッコラ　　葉　生　　　,19
6310,ルバーブ　葉柄　生　　　,24
6311,ルバーブ　葉柄　ゆで　　　,18
6312,（レタス類）　レタス　土耕栽培　結球葉　生　　,12
6361,（レタス類）　レタス　水耕栽培　結球葉　生　　,14
6313,（レタス類）　サラダな　葉　生　　,14
6314,（レタス類）　リーフレタス　葉　生　　,16
6315,（レタス類）　サニーレタス　葉　生　　,16
6362,（レタス類）　サンチュ　葉　生　　,15
6316,（レタス類）　コスレタス　葉　生　　,17
6317,れんこん　根茎　生　　　,66
6318,れんこん　根茎　ゆで　　　,66
6320,わけぎ　葉　生　　　,30
6321,わけぎ　葉　ゆで　　　,29
6322,わさび　根茎　生　　　,88
6323,わさび　わさび漬　　　,145
6324,わらび　生わらび　生　　　,21
6325,わらび　生わらび　ゆで　　　,15
6326,わらび　干しわらび　乾　　　,274
7001,あけび　果肉　生　　　,82
7002,あけび　果皮　生　　　,34
7003,アセロラ　酸味種　生　　　,36
7159,アセロラ　甘味種　生　　　,36
7004,アセロラ　10 %果汁入り飲料　　,42
7005,アテモヤ　生　　　,79
7006,アボカド　生　　　,187
7007,あんず　生　　　,36
7008,あんず　乾　　　,288
7009,あんず　缶詰　　　,81
7010,あんず　ジャム　高糖度　　,262
7011,あんず　ジャム　低糖度　　,205
7012,いちご　生　　　,34
7013,いちご　ジャム　高糖度　　,256
7014,いちご　ジャム　低糖度　　,197
7160,いちご　乾　　　,302
7015,いちじく　生　　　,54
7016,いちじく　乾　　　,291
7017,いちじく　缶詰　　　,81
7019,うめ　生　　　,28
7020,うめ　梅漬　塩漬　　,24
7021,うめ　梅漬　調味漬　　,53
7022,うめ　梅干し　塩漬　　,33
7023,うめ　梅干し　調味漬　　,96
7024,うめ　梅びしお　　　,200
7025,うめ　20 %果汁入り飲料　　　,49
7037,オリーブ　塩漬　グリーンオリーブ　　,145
7038,オリーブ　塩漬　ブラックオリーブ　　,118
7039,オリーブ　塩漬　スタッフドオリーブ　　,137
7049,かき　甘がき　生　　　,60
7050,かき　渋抜きがき　生　　　,63
7051,かき　干しがき　　　,276
7053,かりん　生　　　,68
7018,（かんきつ類）　いよかん　砂じょう　生　　,46
7026,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　,45
7027,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　,46
7028,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　,43
7029,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　,45
7030,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　,41
7031,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　,38
7032,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　,47
7033,（かんきつ類）　うんしゅうみかん　果実飲料　50 %果汁入り飲料　,60
7034,（かんきつ類）　うんしゅうみかん　果実飲料　20 %果汁入り飲料　,50
7035,（かんきつ類）　うんしゅうみかん　缶詰　果肉　,64
7036,（かんきつ類）　うんしゅうみかん　缶詰　液汁　,63
7040,（かんきつ類）　オレンジ　ネーブル　砂じょう　生　,46
7041,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生　,39
7042,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース　,42
7043,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース　,42
7044,（かんきつ類）　オレンジ　バレンシア　果実飲料　50 %果汁入り飲料　,47
7045,（かんきつ類）　オレンジ　バレンシア　果実飲料　30 %果汁入り飲料　,41
7046,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度　,255
7047,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度　,193
7161,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生　,39
7048,（かんきつ類）　オロブランコ　砂じょう　生　　,40
7052,（かんきつ類）　かぼす　果汁　生　　,25
7162,（かんきつ類）　かわちばんかん　砂じょう　生　　,35
7163,（かんきつ類）　きよみ　砂じょう　生　　,41
7056,（かんきつ類）　きんかん　全果　生　　,71
7062,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生　,38
7164,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生　,38
7063,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース　,40
7064,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース　,35
7065,（かんきつ類）　グレープフルーツ　果実飲料　50 %果汁入り飲料　,46
7066,（かんきつ類）　グレープフルーツ　果実飲料　20 %果汁入り飲料　,39
7067,（かんきつ類）　グレープフルーツ　缶詰　,70
7074,（かんきつ類）　さんぼうかん　砂じょう　生　　,44
7075,（かんきつ類）　シークヮーサー　果汁　生　　,25
7076,（かんきつ類）　シークヮーサー　10 %果汁入り飲料　　,48
7165,（かんきつ類）　しらぬひ　砂じょう　生　　,51
7078,（かんきつ類）　すだち　果皮　生　　,68
7079,（かんきつ類）　すだち　果汁　生　　,20
7166,（かんきつ類）　せとか　砂じょう　生　　,47
7085,（かんきつ類）　セミノール　砂じょう　生　　,49
7083,（かんきつ類）　だいだい　果汁　生　　,24
7093,（かんきつ類）　なつみかん　砂じょう　生　　,40
7094,（かんきつ類）　なつみかん　缶詰　　,81
7105,（かんきつ類）　はっさく　砂じょう　生　　,45
7167,（かんきつ類）　はるみ　砂じょう　生　　,48
7112,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生　　,45
7113,（かんきつ類）　ひゅうがなつ　砂じょう　生　　,33
7126,（かんきつ類）　ぶんたん　砂じょう　生　　,38
7127,（かんきつ類）　ぶんたん　ざぼん漬　　,344
7129,（かんきつ類）　ぽんかん　砂じょう　生　　,40
7142,（かんきつ類）　ゆず　果皮　生　　,59
7143,（かんきつ類）　ゆず　果汁　生　　,21
7145,（かんきつ類）　ライム　果汁　生　　,27
7155,（かんきつ類）　レモン　全果　生　　,54
7156,（かんきつ類）　レモン　果汁　生　　,26
7054,キウイフルーツ　緑肉種　生　　　,53
7168,キウイフルーツ　黄肉種　生　　　,59
7055,キワノ　生　　　,41
7057,グァバ　赤肉種　生　　　,38
7169,グァバ　白肉種　生　　　,38
7058,グァバ　果実飲料　20 %果汁入り飲料（ネクター）　　,51
7059,グァバ　果実飲料　10 %果汁入り飲料　　,51
7060,グーズベリー　生　　　,52
7061,ぐみ　生　　　,68
7157,ココナッツ　ココナッツウォーター　　　,20
7158,ココナッツ　ココナッツミルク　　　,150
7170,ココナッツ　ナタデココ　　　,73
7070,さくらんぼ　国産　生　　　,60
7071,さくらんぼ　米国産　生　 　,66
7072,さくらんぼ　米国産　缶詰　　,74
7073,ざくろ　生　　　,56
7077,すいか　赤肉種　生　　　,37
7171,すいか　黄肉種　生　　　,37
7069,スターフルーツ　生　　　,30
7080,（すもも類）　にほんすもも　生　　,44
7081,（すもも類）　プルーン　生　　,49
7082,（すもも類）　プルーン　乾　　,235
7086,チェリモヤ　生　　　,78
7111,ドラゴンフルーツ　生　　　,50
7087,ドリアン　生　　　,133
7088,（なし類）　日本なし　生　　,43
7089,（なし類）　日本なし　缶詰　　,78
7090,（なし類）　中国なし　生　　,47
7091,（なし類）　西洋なし　生　　,54
7092,（なし類）　西洋なし　缶詰　　,85
7095,なつめ　乾　　　,287
7096,なつめやし　乾　　　,266
7097,パインアップル　生　　　,51
7098,パインアップル　果実飲料　ストレートジュース　　,41
7099,パインアップル　果実飲料　濃縮還元ジュース　　,41
7100,パインアップル　果実飲料　50 %果汁入り飲料　　,51
7101,パインアップル　果実飲料　10 %果汁入り飲料　　,50
7102,パインアップル　缶詰　　　,84
7103,パインアップル　砂糖漬　　　,351
7104,ハスカップ　生　　　,53
7106,パッションフルーツ　果汁　生　　　,64
7107,バナナ　生　　　,86
7108,バナナ　乾　　　,299
7109,パパイア　完熟　生　　　,38
7110,パパイア　未熟　生　　　,39
7114,びわ　生　　　,40
7115,びわ　缶詰　　　,81
7116,ぶどう　生　　　,59
7117,ぶどう　干しぶどう　　　,301
7118,ぶどう　果実飲料　ストレートジュース　　,55
7119,ぶどう　果実飲料　濃縮還元ジュース　　,47
7120,ぶどう　果実飲料　70 %果汁入り飲料　　,52
7121,ぶどう　果実飲料　10 %果汁入り飲料　　,52
7122,ぶどう　缶詰　　　,84
7123,ぶどう　ジャム　　　,193
7124,ブルーベリー　生　　　,49
7125,ブルーベリー　ジャム　　　,181
7172,ブルーベリー　乾　　　,286
7128,ホワイトサポテ　生　　　,74
7130,まくわうり　黄肉種　生　　　,32
7173,まくわうり　白肉種　生　　　,32
7131,マルメロ　生　　　,56
7132,マンゴー　生　　　,64
7133,マンゴスチン　生　　　,67
7134,メロン　温室メロン　生　　　,42
7135,メロン　露地メロン　緑肉種　生　,42
7174,メロン　露地メロン　赤肉種　生　　,42
7136,（もも類）　もも　生　　,40
7137,（もも類）　もも　30 %果汁入り飲料（ネクター）　　,48
7138,（もも類）　もも　缶詰　白肉種　果肉　,85
7175,（もも類）　もも　缶詰　黄肉種　果肉　,85
7139,（もも類）　もも　缶詰　液汁　,81
7140,（もも類）　ネクタリン　生　　,43
7141,やまもも　生　　　,44
7144,ライチー　生　　　,63
7146,ラズベリー　生　　　,41
7147,りゅうがん　乾　　　,283
7148,りんご　皮むき　生　　　,57
7176,りんご　皮つき　生　　　,61
7149,りんご　果実飲料　ストレートジュース　　,44
7150,りんご　果実飲料　濃縮還元ジュース　　,43
7151,りんご　果実飲料　50 %果汁入り飲料　　,46
7152,りんご　果実飲料　30 %果汁入り飲料　　,46
7153,りんご　缶詰　　　,83
7154,りんご　ジャム　　　,213
8001,えのきたけ　生　　　,22
8002,えのきたけ　ゆで　　　,22
8037,えのきたけ　油いため　　　,58
8003,えのきたけ　味付け瓶詰　　　,85
8004,（きくらげ類）　あらげきくらげ　乾　　,171
8005,（きくらげ類）　あらげきくらげ　ゆで　　,35
8038,（きくらげ類）　あらげきくらげ　油いため　　,107
8006,（きくらげ類）　きくらげ　乾　　,167
8007,（きくらげ類）　きくらげ　ゆで　　,13
8008,（きくらげ類）　しろきくらげ　乾　　,162
8009,（きくらげ類）　しろきくらげ　ゆで　　,14
8010,くろあわびたけ　生　　　,19
8039,しいたけ　生しいたけ　菌床栽培　生　　,19
8040,しいたけ　生しいたけ　菌床栽培　ゆで　　,17
8041,しいたけ　生しいたけ　菌床栽培　油いため　　,57
8042,しいたけ　生しいたけ　原木栽培　生　　,23
8043,しいたけ　生しいたけ　原木栽培　ゆで　　,19
8044,しいたけ　生しいたけ　原木栽培　油いため　　,73
8013,しいたけ　乾しいたけ　乾　　,182
8014,しいたけ　乾しいたけ　ゆで　　,42
8015,（しめじ類）　はたけしめじ　生　　,15
8045,（しめじ類）　はたけしめじ　ゆで　　,17
8016,（しめじ類）　ぶなしめじ　生　　,18
8017,（しめじ類）　ぶなしめじ　ゆで　　,21
8046,（しめじ類）　ぶなしめじ　油いため　　,53
8018,（しめじ類）　ほんしめじ　生　　,12
8047,（しめじ類）　ほんしめじ　ゆで　　,16
8019,たもぎたけ　生　　　,16
8020,なめこ　生　　　,15
8021,なめこ　ゆで　　　,14
8022,なめこ　水煮缶詰　　　,9
8023,ぬめりすぎたけ　生　　　,15
8024,（ひらたけ類）　うすひらたけ　生　　,23
8025,（ひらたけ類）　エリンギ　生　　,19
8048,（ひらたけ類）　エリンギ　ゆで　　,21
8049,（ひらたけ類）　エリンギ　焼き　　,29
8050,（ひらたけ類）　エリンギ　油いため　　,55
8026,（ひらたけ類）　ひらたけ　生　　,20
8027,（ひらたけ類）　ひらたけ　ゆで　　,21
8028,まいたけ　生　　　,15
8029,まいたけ　ゆで　　　,18
8051,まいたけ　油いため　　　,56
8030,まいたけ　乾　　　,181
8031,マッシュルーム　生　　　,11
8032,マッシュルーム　ゆで　　　,16
8052,マッシュルーム　油いため　　　,56
8033,マッシュルーム　水煮缶詰　　　,14
8034,まつたけ　生　　　,23
8036,やなぎまつたけ　生　　　,13
9001,あおさ　素干し　　　,130
9002,あおのり　素干し　　　,164
9003,あまのり　ほしのり　　　,173
9004,あまのり　焼きのり　　　,188
9005,あまのり　味付けのり　　　,359
9006,あらめ　蒸し干し　　　,140
9007,いわのり　素干し　　　,151
9012,うみぶどう　生　　　,4
9008,えごのり　素干し　　　,143
9009,えごのり　おきうと　　　,6
9010,おごのり　塩蔵　塩抜き　　　,21
9011,かわのり　素干し　　　,167
9013,（こんぶ類）　えながおにこんぶ　素干し　　,138
9014,（こんぶ類）　がごめこんぶ　素干し　　,142
9015,（こんぶ類）　ながこんぶ　素干し　　,140
9016,（こんぶ類）　ほそめこんぶ　素干し　　,147
9017,（こんぶ類）　まこんぶ　素干し　　,145
9018,（こんぶ類）　みついしこんぶ　素干し　　,153
9019,（こんぶ類）　りしりこんぶ　素干し　　,138
9020,（こんぶ類）　刻み昆布　　　,105
9021,（こんぶ類）　削り昆布　　　,117
9022,（こんぶ類）　塩昆布　　　,110
9023,（こんぶ類）　つくだ煮　　　,168
9024,すいぜんじのり　素干し　水戻し　　　,7
9025,てんぐさ　素干し　　　,144
9026,てんぐさ　ところてん　　　,2
9027,てんぐさ　角寒天　　　,154
9028,てんぐさ　寒天　　　,3
9049,てんぐさ　粉寒天　　　,165
9029,とさかのり　赤とさか　塩蔵　塩抜き　　,14
9030,とさかのり　青とさか　塩蔵　塩抜き　　,13
9050,ひじき　ほしひじき　ステンレス釜　乾　　,149
9051,ひじき　ほしひじき　ステンレス釜　ゆで　　,10
9052,ひじき　ほしひじき　ステンレス釜　油いため　　,51
9053,ひじき　ほしひじき　鉄釜　乾　　,145
9054,ひじき　ほしひじき　鉄釜　ゆで　　,10
9055,ひじき　ほしひじき　鉄釜　油いため　　,51
9032,ひとえぐさ　素干し　　　,130
9033,ひとえぐさ　つくだ煮　　　,154
9034,ふのり　素干し　　　,148
9035,まつも　素干し　　　,159
9036,むかでのり　塩蔵　塩抜き　　　,10
9037,（もずく類）　おきなわもずく　塩蔵　塩抜き　　,6
9038,（もずく類）　もずく　塩蔵　塩抜き　　,4
9039,わかめ　原藻　生　　　,16
9040,わかめ　乾燥わかめ　素干し　　,117
9041,わかめ　乾燥わかめ　素干し　水戻し　　,17
9042,わかめ　乾燥わかめ　板わかめ　　,134
9043,わかめ　乾燥わかめ　灰干し　水戻し　　,7
9044,わかめ　カットわかめ　　　,138
9045,わかめ　湯通し塩蔵わかめ　塩抜き　　,11
9046,わかめ　くきわかめ　湯通し塩蔵　塩抜き　　,15
9047,わかめ　めかぶわかめ　生　　,11
10001,＜魚類＞あいなめ　生　　　,113
10002,＜魚類＞あこうだい　生　　　,93
10003,＜魚類＞（あじ類）　まあじ　皮つき、生　　,126
10389,＜魚類＞（あじ類）　まあじ　皮なし、刺身　　,123
10004,＜魚類＞（あじ類）　まあじ　皮つき、水煮　　,151
10005,＜魚類＞（あじ類）　まあじ　皮つき、焼き　　,170
10390,＜魚類＞（あじ類）　まあじ　皮つき、フライ　　,276
10006,＜魚類＞（あじ類）　まあじ　開き干し　生　　,168
10007,＜魚類＞（あじ類）　まあじ　開き干し　焼き　　,220
10391,＜魚類＞（あじ類）　まあじ　小型　骨付き　生　　,123
10392,＜魚類＞（あじ類）　まあじ　小型　骨付き　から揚げ　,278
10393,＜魚類＞（あじ類）　まるあじ　生　　,147
10394,＜魚類＞（あじ類）　まるあじ　焼き　　,194
10008,＜魚類＞（あじ類）　にしまあじ　生　　,169
10009,＜魚類＞（あじ類）　にしまあじ　水煮　　,175
10010,＜魚類＞（あじ類）　にしまあじ　焼き　　,203
10011,＜魚類＞（あじ類）　むろあじ　生　　,166
10012,＜魚類＞（あじ類）　むろあじ　焼き　　,186
10013,＜魚類＞（あじ類）　むろあじ　開き干し　　,155
10014,＜魚類＞（あじ類）　むろあじ　くさや　　,240
10015,＜魚類＞あなご　生　　　,161
10016,＜魚類＞あなご　蒸し　　　,194
10017,＜魚類＞あまご　養殖　生　　　,112
10018,＜魚類＞あまだい　生　　　,113
10019,＜魚類＞あまだい　水煮　　　,125
10020,＜魚類＞あまだい　焼き　　　,119
10021,＜魚類＞あゆ　天然　生　　　,100
10022,＜魚類＞あゆ　天然　焼き　　　,177
10023,＜魚類＞あゆ　天然　内臓　生　　　,206
10024,＜魚類＞あゆ　天然　内臓　焼き　　　,194
10025,＜魚類＞あゆ　養殖　生　　　,152
10026,＜魚類＞あゆ　養殖　焼き　　　,241
10027,＜魚類＞あゆ　養殖　内臓　生　　　,550
10028,＜魚類＞あゆ　養殖　内臓　焼き　　　,558
10029,＜魚類＞あゆ　うるか　　　,171
10030,＜魚類＞アラスカめぬけ　生　　　,105
10031,＜魚類＞あんこう　生　　　,58
10032,＜魚類＞あんこう　きも　生　　　,445
10033,＜魚類＞いかなご　生　　　,125
10034,＜魚類＞いかなご　煮干し　　　,245
